YearWeekISO,ReportingCountry,Denominator,NumberDosesReceived,NumberDosesExported,FirstDose,FirstDoseRefused,SecondDose,DoseAdditional1,DoseAdditional2,UnknownDose,Region,TargetGroup,Vaccine,Population
2020-W53,AT,7388778,0,0,0,,0,0,0,0,AT,ALL,MOD,8901064
2020-W53,AT,7388778,0,0,0,,0,0,0,0,AT,ALL,JANSS,8901064
2020-W53,AT,7388778,0,0,0,,0,0,0,0,AT,ALL,NVXD,8901064
2020-W53,AT,7388778,61425,0,5329,,0,0,0,0,AT,ALL,COM,8901064
2020-W53,AT,7388778,0,0,0,,0,0,0,8,AT,ALL,UNK,8901064
2020-W53,AT,7388778,0,0,0,,0,0,0,0,AT,ALL,AZ,8901064
2020-W53,AT,433755,0,0,0,,0,0,0,0,AT,Age0_4,UNK,8901064
2020-W53,AT,433755,0,0,0,,0,0,0,0,AT,Age0_4,AZ,8901064
2020-W53,AT,433755,0,0,0,,0,0,0,0,AT,Age0_4,NVXD,8901064
2020-W53,AT,433755,0,0,0,,0,0,0,0,AT,Age0_4,MOD,8901064
2020-W53,AT,433755,0,0,0,,0,0,0,0,AT,Age0_4,JANSS,8901064
2020-W53,AT,433755,0,0,1,,0,0,0,0,AT,Age0_4,COM,8901064
2020-W53,AT,423433,0,0,0,,0,0,0,0,AT,Age10_14,UNK,8901064
2020-W53,AT,423433,0,0,0,,0,0,0,0,AT,Age10_14,AZ,8901064
2020-W53,AT,423433,0,0,0,,0,0,0,0,AT,Age10_14,NVXD,8901064
2020-W53,AT,423433,0,0,0,,0,0,0,0,AT,Age10_14,JANSS,8901064
2020-W53,AT,423433,0,0,0,,0,0,0,0,AT,Age10_14,MOD,8901064
2020-W53,AT,423433,0,0,0,,0,0,0,0,AT,Age10_14,COM,8901064
2020-W53,AT,258398,0,0,0,,0,0,0,0,AT,Age15_17,NVXD,8901064
2020-W53,AT,258398,0,0,0,,0,0,0,0,AT,Age15_17,UNK,8901064
2020-W53,AT,258398,0,0,0,,0,0,0,0,AT,Age15_17,MOD,8901064
2020-W53,AT,258398,0,0,0,,0,0,0,0,AT,Age15_17,JANSS,8901064
2020-W53,AT,258398,0,0,5,,0,0,0,0,AT,Age15_17,COM,8901064
2020-W53,AT,258398,0,0,0,,0,0,0,0,AT,Age15_17,AZ,8901064
2020-W53,AT,683584,0,0,0,,0,0,0,0,AT,Age18_24,AZ,8901064
2020-W53,AT,683584,0,0,0,,0,0,0,1,AT,Age18_24,UNK,8901064
2020-W53,AT,683584,0,0,0,,0,0,0,0,AT,Age18_24,NVXD,8901064
2020-W53,AT,683584,0,0,0,,0,0,0,0,AT,Age18_24,MOD,8901064
2020-W53,AT,683584,0,0,0,,0,0,0,0,AT,Age18_24,JANSS,8901064
2020-W53,AT,683584,0,0,90,,0,0,0,0,AT,Age18_24,COM,8901064
2020-W53,AT,3002329,0,0,0,,0,0,0,0,AT,Age25_49,AZ,8901064
2020-W53,AT,3002329,0,0,0,,0,0,0,0,AT,Age25_49,MOD,8901064
2020-W53,AT,3002329,0,0,0,,0,0,0,0,AT,Age25_49,JANSS,8901064
2020-W53,AT,3002329,0,0,0,,0,0,0,0,AT,Age25_49,NVXD,8901064
2020-W53,AT,3002329,0,0,1325,,0,0,0,0,AT,Age25_49,COM,8901064
2020-W53,AT,3002329,0,0,0,,0,0,0,5,AT,Age25_49,UNK,8901064
2020-W53,AT,1399348,0,0,0,,0,0,0,0,AT,Age50_59,JANSS,8901064
2020-W53,AT,1399348,0,0,0,,0,0,0,0,AT,Age50_59,NVXD,8901064
2020-W53,AT,1399348,0,0,0,,0,0,0,0,AT,Age50_59,AZ,8901064
2020-W53,AT,1399348,0,0,0,,0,0,0,0,AT,Age50_59,MOD,8901064
2020-W53,AT,1399348,0,0,1049,,0,0,0,0,AT,Age50_59,COM,8901064
2020-W53,AT,1399348,0,0,0,,0,0,0,2,AT,Age50_59,UNK,8901064
2020-W53,AT,428300,0,0,0,,0,0,0,0,AT,Age5_9,MOD,8901064
2020-W53,AT,428300,0,0,0,,0,0,0,0,AT,Age5_9,AZ,8901064
2020-W53,AT,428300,0,0,0,,0,0,0,0,AT,Age5_9,JANSS,8901064
2020-W53,AT,428300,0,0,1,,0,0,0,0,AT,Age5_9,COM,8901064
2020-W53,AT,428300,0,0,0,,0,0,0,0,AT,Age5_9,NVXD,8901064
2020-W53,AT,428300,0,0,0,,0,0,0,0,AT,Age5_9,UNK,8901064
2020-W53,AT,1047888,0,0,0,,0,0,0,0,AT,Age60_69,UNK,8901064
2020-W53,AT,1047888,0,0,601,,0,0,0,0,AT,Age60_69,COM,8901064
2020-W53,AT,1047888,0,0,0,,0,0,0,0,AT,Age60_69,NVXD,8901064
2020-W53,AT,1047888,0,0,0,,0,0,0,0,AT,Age60_69,AZ,8901064
2020-W53,AT,1047888,0,0,0,,0,0,0,0,AT,Age60_69,MOD,8901064
2020-W53,AT,1047888,0,0,0,,0,0,0,0,AT,Age60_69,JANSS,8901064
2020-W53,AT,753524,0,0,563,,0,0,0,0,AT,Age70_79,COM,8901064
2020-W53,AT,753524,0,0,0,,0,0,0,0,AT,Age70_79,UNK,8901064
2020-W53,AT,753524,0,0,0,,0,0,0,0,AT,Age70_79,JANSS,8901064
2020-W53,AT,753524,0,0,0,,0,0,0,0,AT,Age70_79,MOD,8901064
2020-W53,AT,753524,0,0,0,,0,0,0,0,AT,Age70_79,NVXD,8901064
2020-W53,AT,753524,0,0,0,,0,0,0,0,AT,Age70_79,AZ,8901064
2020-W53,AT,502105,0,0,0,,0,0,0,0,AT,Age80+,AZ,8901064
2020-W53,AT,502105,0,0,0,,0,0,0,0,AT,Age80+,UNK,8901064
2020-W53,AT,502105,0,0,0,,0,0,0,0,AT,Age80+,MOD,8901064
2020-W53,AT,502105,0,0,1701,,0,0,0,0,AT,Age80+,COM,8901064
2020-W53,AT,502105,0,0,0,,0,0,0,0,AT,Age80+,NVXD,8901064
2020-W53,AT,502105,0,0,0,,0,0,0,0,AT,Age80+,JANSS,8901064
2020-W53,AT,1543886,0,0,0,,0,0,0,0,AT,Age<18,MOD,8901064
2020-W53,AT,1543886,0,0,0,,0,0,0,0,AT,Age<18,AZ,8901064
2020-W53,AT,1543886,0,0,7,,0,0,0,0,AT,Age<18,COM,8901064
2020-W53,AT,1543886,0,0,0,,0,0,0,0,AT,Age<18,NVXD,8901064
2020-W53,AT,1543886,0,0,0,,0,0,0,0,AT,Age<18,JANSS,8901064
2020-W53,AT,1543886,0,0,0,,0,0,0,0,AT,Age<18,UNK,8901064
2021-W01,AT,7388778,61425,0,26371,,0,0,0,0,AT,ALL,COM,8932664
2021-W01,AT,7388778,0,0,0,,0,0,0,0,AT,ALL,AZ,8932664
2021-W01,AT,7388778,0,0,0,,0,0,0,0,AT,ALL,NVXD,8932664
2021-W01,AT,7388778,0,0,0,,0,0,0,5,AT,ALL,UNK,8932664
2021-W01,AT,7388778,0,0,0,,0,0,0,0,AT,ALL,JANSS,8932664
2021-W01,AT,7388778,0,0,0,,0,0,0,0,AT,ALL,MOD,8932664
2021-W01,AT,433755,0,0,0,,0,0,0,0,AT,Age0_4,AZ,8932664
2021-W01,AT,433755,0,0,0,,0,0,0,0,AT,Age0_4,UNK,8932664
2021-W01,AT,433755,0,0,0,,0,0,0,0,AT,Age0_4,MOD,8932664
2021-W01,AT,433755,0,0,0,,0,0,0,0,AT,Age0_4,NVXD,8932664
2021-W01,AT,433755,0,0,0,,0,0,0,0,AT,Age0_4,COM,8932664
2021-W01,AT,433755,0,0,0,,0,0,0,0,AT,Age0_4,JANSS,8932664
2021-W01,AT,423433,0,0,0,,0,0,0,0,AT,Age10_14,AZ,8932664
2021-W01,AT,423433,0,0,0,,0,0,0,0,AT,Age10_14,COM,8932664
2021-W01,AT,423433,0,0,0,,0,0,0,0,AT,Age10_14,MOD,8932664
2021-W01,AT,423433,0,0,0,,0,0,0,0,AT,Age10_14,UNK,8932664
2021-W01,AT,423433,0,0,0,,0,0,0,0,AT,Age10_14,JANSS,8932664
2021-W01,AT,423433,0,0,0,,0,0,0,0,AT,Age10_14,NVXD,8932664
2021-W01,AT,258398,0,0,0,,0,0,0,0,AT,Age15_17,AZ,8932664
2021-W01,AT,258398,0,0,0,,0,0,0,0,AT,Age15_17,JANSS,8932664
2021-W01,AT,258398,0,0,0,,0,0,0,0,AT,Age15_17,UNK,8932664
2021-W01,AT,258398,0,0,23,,0,0,0,0,AT,Age15_17,COM,8932664
2021-W01,AT,258398,0,0,0,,0,0,0,0,AT,Age15_17,MOD,8932664
2021-W01,AT,258398,0,0,0,,0,0,0,0,AT,Age15_17,NVXD,8932664
2021-W01,AT,683584,0,0,0,,0,0,0,0,AT,Age18_24,UNK,8932664
2021-W01,AT,683584,0,0,0,,0,0,0,0,AT,Age18_24,JANSS,8932664
2021-W01,AT,683584,0,0,0,,0,0,0,0,AT,Age18_24,AZ,8932664
2021-W01,AT,683584,0,0,0,,0,0,0,0,AT,Age18_24,MOD,8932664
2021-W01,AT,683584,0,0,0,,0,0,0,0,AT,Age18_24,NVXD,8932664
2021-W01,AT,683584,0,0,796,,0,0,0,0,AT,Age18_24,COM,8932664
2021-W01,AT,3002329,0,0,0,,0,0,0,0,AT,Age25_49,NVXD,8932664
2021-W01,AT,3002329,0,0,0,,0,0,0,0,AT,Age25_49,JANSS,8932664
2021-W01,AT,3002329,0,0,10492,,0,0,0,0,AT,Age25_49,COM,8932664
2021-W01,AT,3002329,0,0,0,,0,0,0,0,AT,Age25_49,AZ,8932664
2021-W01,AT,3002329,0,0,0,,0,0,0,0,AT,Age25_49,MOD,8932664
2021-W01,AT,3002329,0,0,0,,0,0,0,1,AT,Age25_49,UNK,8932664
2021-W01,AT,1399348,0,0,6573,,0,0,0,0,AT,Age50_59,COM,8932664
2021-W01,AT,1399348,0,0,0,,0,0,0,0,AT,Age50_59,AZ,8932664
2021-W01,AT,1399348,0,0,0,,0,0,0,0,AT,Age50_59,MOD,8932664
2021-W01,AT,1399348,0,0,0,,0,0,0,0,AT,Age50_59,NVXD,8932664
2021-W01,AT,1399348,0,0,0,,0,0,0,1,AT,Age50_59,UNK,8932664
2021-W01,AT,1399348,0,0,0,,0,0,0,0,AT,Age50_59,JANSS,8932664
2021-W01,AT,428300,0,0,0,,0,0,0,0,AT,Age5_9,MOD,8932664
2021-W01,AT,428300,0,0,0,,0,0,0,0,AT,Age5_9,AZ,8932664
2021-W01,AT,428300,0,0,0,,0,0,0,0,AT,Age5_9,NVXD,8932664
2021-W01,AT,428300,0,0,2,,0,0,0,0,AT,Age5_9,COM,8932664
2021-W01,AT,428300,0,0,0,,0,0,0,0,AT,Age5_9,JANSS,8932664
2021-W01,AT,428300,0,0,0,,0,0,0,0,AT,Age5_9,UNK,8932664
2021-W01,AT,1047888,0,0,0,,0,0,0,0,AT,Age60_69,JANSS,8932664
2021-W01,AT,1047888,0,0,2743,,0,0,0,0,AT,Age60_69,COM,8932664
2021-W01,AT,1047888,0,0,0,,0,0,0,0,AT,Age60_69,AZ,8932664
2021-W01,AT,1047888,0,0,0,,0,0,0,0,AT,Age60_69,NVXD,8932664
2021-W01,AT,1047888,0,0,0,,0,0,0,0,AT,Age60_69,MOD,8932664
2021-W01,AT,1047888,0,0,0,,0,0,0,3,AT,Age60_69,UNK,8932664
2021-W01,AT,753524,0,0,0,,0,0,0,0,AT,Age70_79,AZ,8932664
2021-W01,AT,753524,0,0,1544,,0,0,0,0,AT,Age70_79,COM,8932664
2021-W01,AT,753524,0,0,0,,0,0,0,0,AT,Age70_79,JANSS,8932664
2021-W01,AT,753524,0,0,0,,0,0,0,0,AT,Age70_79,NVXD,8932664
2021-W01,AT,753524,0,0,0,,0,0,0,0,AT,Age70_79,UNK,8932664
2021-W01,AT,753524,0,0,0,,0,0,0,0,AT,Age70_79,MOD,8932664
2021-W01,AT,502105,0,0,0,,0,0,0,0,AT,Age80+,JANSS,8932664
2021-W01,AT,502105,0,0,4223,,0,0,0,0,AT,Age80+,COM,8932664
2021-W01,AT,502105,0,0,0,,0,0,0,0,AT,Age80+,MOD,8932664
2021-W01,AT,502105,0,0,0,,0,0,0,0,AT,Age80+,AZ,8932664
2021-W01,AT,502105,0,0,0,,0,0,0,0,AT,Age80+,UNK,8932664
2021-W01,AT,502105,0,0,0,,0,0,0,0,AT,Age80+,NVXD,8932664
2021-W01,AT,1543886,0,0,0,,0,0,0,0,AT,Age<18,NVXD,8932664
2021-W01,AT,1543886,0,0,0,,0,0,0,0,AT,Age<18,MOD,8932664
2021-W01,AT,1543886,0,0,0,,0,0,0,0,AT,Age<18,JANSS,8932664
2021-W01,AT,1543886,0,0,0,,0,0,0,0,AT,Age<18,AZ,8932664
2021-W01,AT,1543886,0,0,25,,0,0,0,0,AT,Age<18,COM,8932664
2021-W01,AT,1543886,0,0,0,,0,0,0,0,AT,Age<18,UNK,8932664
2021-W02,AT,7388778,0,0,0,,0,0,0,0,AT,ALL,JANSS,8932664
2021-W02,AT,7388778,0,0,0,,0,0,0,0,AT,ALL,AZ,8932664
2021-W02,AT,7388778,7200,0,104,,0,0,0,0,AT,ALL,MOD,8932664
2021-W02,AT,7388778,61425,0,85224,,401,0,0,0,AT,ALL,COM,8932664
2021-W02,AT,7388778,0,0,0,,0,0,0,29,AT,ALL,UNK,8932664
2021-W02,AT,7388778,0,0,0,,0,0,0,0,AT,ALL,NVXD,8932664
2021-W02,AT,433755,0,0,0,,0,0,0,0,AT,Age0_4,COM,8932664
2021-W02,AT,433755,0,0,0,,0,0,0,0,AT,Age0_4,MOD,8932664
2021-W02,AT,433755,0,0,0,,0,0,0,0,AT,Age0_4,JANSS,8932664
2021-W02,AT,433755,0,0,0,,0,0,0,0,AT,Age0_4,AZ,8932664
2021-W02,AT,433755,0,0,0,,0,0,0,0,AT,Age0_4,UNK,8932664
2021-W02,AT,433755,0,0,0,,0,0,0,0,AT,Age0_4,NVXD,8932664
2021-W02,AT,423433,0,0,0,,0,0,0,0,AT,Age10_14,MOD,8932664
2021-W02,AT,423433,0,0,0,,0,0,0,0,AT,Age10_14,NVXD,8932664
2021-W02,AT,423433,0,0,0,,0,0,0,0,AT,Age10_14,UNK,8932664
2021-W02,AT,423433,0,0,0,,0,0,0,0,AT,Age10_14,AZ,8932664
2021-W02,AT,423433,0,0,8,,0,0,0,0,AT,Age10_14,COM,8932664
2021-W02,AT,423433,0,0,0,,0,0,0,0,AT,Age10_14,JANSS,8932664
2021-W02,AT,258398,0,0,66,,1,0,0,0,AT,Age15_17,COM,8932664
2021-W02,AT,258398,0,0,0,,0,0,0,0,AT,Age15_17,MOD,8932664
2021-W02,AT,258398,0,0,0,,0,0,0,0,AT,Age15_17,UNK,8932664
2021-W02,AT,258398,0,0,0,,0,0,0,0,AT,Age15_17,JANSS,8932664
2021-W02,AT,258398,0,0,0,,0,0,0,0,AT,Age15_17,AZ,8932664
2021-W02,AT,258398,0,0,0,,0,0,0,0,AT,Age15_17,NVXD,8932664
2021-W02,AT,683584,0,0,0,,0,0,0,0,AT,Age18_24,NVXD,8932664
2021-W02,AT,683584,0,0,0,,0,0,0,1,AT,Age18_24,UNK,8932664
2021-W02,AT,683584,0,0,0,,0,0,0,0,AT,Age18_24,AZ,8932664
2021-W02,AT,683584,0,0,0,,0,0,0,0,AT,Age18_24,JANSS,8932664
2021-W02,AT,683584,0,0,1,,0,0,0,0,AT,Age18_24,MOD,8932664
2021-W02,AT,683584,0,0,2256,,9,0,0,0,AT,Age18_24,COM,8932664
2021-W02,AT,3002329,0,0,0,,0,0,0,0,AT,Age25_49,NVXD,8932664
2021-W02,AT,3002329,0,0,10,,0,0,0,0,AT,Age25_49,MOD,8932664
2021-W02,AT,3002329,0,0,24200,,97,0,0,0,AT,Age25_49,COM,8932664
2021-W02,AT,3002329,0,0,0,,0,0,0,0,AT,Age25_49,AZ,8932664
2021-W02,AT,3002329,0,0,0,,0,0,0,0,AT,Age25_49,JANSS,8932664
2021-W02,AT,3002329,0,0,0,,0,0,0,7,AT,Age25_49,UNK,8932664
2021-W02,AT,1399348,0,0,0,,0,0,0,0,AT,Age50_59,NVXD,8932664
2021-W02,AT,1399348,0,0,17885,,109,0,0,0,AT,Age50_59,COM,8932664
2021-W02,AT,1399348,0,0,0,,0,0,0,3,AT,Age50_59,UNK,8932664
2021-W02,AT,1399348,0,0,9,,0,0,0,0,AT,Age50_59,MOD,8932664
2021-W02,AT,1399348,0,0,0,,0,0,0,0,AT,Age50_59,AZ,8932664
2021-W02,AT,1399348,0,0,0,,0,0,0,0,AT,Age50_59,JANSS,8932664
2021-W02,AT,428300,0,0,0,,0,0,0,0,AT,Age5_9,MOD,8932664
2021-W02,AT,428300,0,0,3,,0,0,0,0,AT,Age5_9,COM,8932664
2021-W02,AT,428300,0,0,0,,0,0,0,0,AT,Age5_9,AZ,8932664
2021-W02,AT,428300,0,0,0,,0,0,0,0,AT,Age5_9,NVXD,8932664
2021-W02,AT,428300,0,0,0,,0,0,0,0,AT,Age5_9,JANSS,8932664
2021-W02,AT,428300,0,0,0,,0,0,0,0,AT,Age5_9,UNK,8932664
2021-W02,AT,1047888,0,0,0,,0,0,0,4,AT,Age60_69,UNK,8932664
2021-W02,AT,1047888,0,0,0,,0,0,0,0,AT,Age60_69,NVXD,8932664
2021-W02,AT,1047888,0,0,9,,0,0,0,0,AT,Age60_69,MOD,8932664
2021-W02,AT,1047888,0,0,0,,0,0,0,0,AT,Age60_69,AZ,8932664
2021-W02,AT,1047888,0,0,0,,0,0,0,0,AT,Age60_69,JANSS,8932664
2021-W02,AT,1047888,0,0,9982,,49,0,0,0,AT,Age60_69,COM,8932664
2021-W02,AT,753524,0,0,0,,0,0,0,4,AT,Age70_79,UNK,8932664
2021-W02,AT,753524,0,0,0,,0,0,0,0,AT,Age70_79,NVXD,8932664
2021-W02,AT,753524,0,0,0,,0,0,0,0,AT,Age70_79,AZ,8932664
2021-W02,AT,753524,0,0,0,,0,0,0,0,AT,Age70_79,JANSS,8932664
2021-W02,AT,753524,0,0,7924,,49,0,0,0,AT,Age70_79,COM,8932664
2021-W02,AT,753524,0,0,7,,0,0,0,0,AT,Age70_79,MOD,8932664
2021-W02,AT,502105,0,0,0,,0,0,0,10,AT,Age80+,UNK,8932664
2021-W02,AT,502105,0,0,0,,0,0,0,0,AT,Age80+,JANSS,8932664
2021-W02,AT,502105,0,0,0,,0,0,0,0,AT,Age80+,NVXD,8932664
2021-W02,AT,502105,0,0,0,,0,0,0,0,AT,Age80+,AZ,8932664
2021-W02,AT,502105,0,0,22977,,88,0,0,0,AT,Age80+,COM,8932664
2021-W02,AT,502105,0,0,68,,0,0,0,0,AT,Age80+,MOD,8932664
2021-W02,AT,1543886,0,0,0,,0,0,0,0,AT,Age<18,MOD,8932664
2021-W02,AT,1543886,0,0,0,,0,0,0,0,AT,Age<18,NVXD,8932664
2021-W02,AT,1543886,0,0,0,,0,0,0,0,AT,Age<18,UNK,8932664
2021-W02,AT,1543886,0,0,77,,1,0,0,0,AT,Age<18,COM,8932664
2021-W02,AT,1543886,0,0,0,,0,0,0,0,AT,Age<18,JANSS,8932664
2021-W02,AT,1543886,0,0,0,,0,0,0,0,AT,Age<18,AZ,8932664
2021-W03,AT,7388778,58500,0,93405,,4643,0,0,0,AT,ALL,COM,8932664
2021-W03,AT,7388778,0,0,0,,0,0,0,0,AT,ALL,JANSS,8932664
2021-W03,AT,7388778,0,0,251,,0,0,0,0,AT,ALL,MOD,8932664
2021-W03,AT,7388778,0,0,0,,0,0,0,0,AT,ALL,AZ,8932664
2021-W03,AT,7388778,0,0,0,,0,0,0,135,AT,ALL,UNK,8932664
2021-W03,AT,7388778,0,0,0,,0,0,0,0,AT,ALL,NVXD,8932664
2021-W03,AT,433755,0,0,0,,0,0,0,0,AT,Age0_4,AZ,8932664
2021-W03,AT,433755,0,0,0,,0,0,0,0,AT,Age0_4,UNK,8932664
2021-W03,AT,433755,0,0,0,,0,0,0,0,AT,Age0_4,NVXD,8932664
2021-W03,AT,433755,0,0,0,,1,0,0,0,AT,Age0_4,COM,8932664
2021-W03,AT,433755,0,0,0,,0,0,0,0,AT,Age0_4,MOD,8932664
2021-W03,AT,433755,0,0,0,,0,0,0,0,AT,Age0_4,JANSS,8932664
2021-W03,AT,423433,0,0,0,,0,0,0,0,AT,Age10_14,AZ,8932664
2021-W03,AT,423433,0,0,0,,0,0,0,0,AT,Age10_14,NVXD,8932664
2021-W03,AT,423433,0,0,2,,0,0,0,0,AT,Age10_14,COM,8932664
2021-W03,AT,423433,0,0,0,,0,0,0,0,AT,Age10_14,MOD,8932664
2021-W03,AT,423433,0,0,0,,0,0,0,0,AT,Age10_14,UNK,8932664
2021-W03,AT,423433,0,0,0,,0,0,0,0,AT,Age10_14,JANSS,8932664
2021-W03,AT,258398,0,0,0,,0,0,0,0,AT,Age15_17,MOD,8932664
2021-W03,AT,258398,0,0,0,,0,0,0,0,AT,Age15_17,NVXD,8932664
2021-W03,AT,258398,0,0,0,,0,0,0,0,AT,Age15_17,AZ,8932664
2021-W03,AT,258398,0,0,35,,3,0,0,0,AT,Age15_17,COM,8932664
2021-W03,AT,258398,0,0,0,,0,0,0,0,AT,Age15_17,UNK,8932664
2021-W03,AT,258398,0,0,0,,0,0,0,0,AT,Age15_17,JANSS,8932664
2021-W03,AT,683584,0,0,0,,0,0,0,1,AT,Age18_24,UNK,8932664
2021-W03,AT,683584,0,0,2957,,78,0,0,0,AT,Age18_24,COM,8932664
2021-W03,AT,683584,0,0,0,,0,0,0,0,AT,Age18_24,NVXD,8932664
2021-W03,AT,683584,0,0,0,,0,0,0,0,AT,Age18_24,AZ,8932664
2021-W03,AT,683584,0,0,0,,0,0,0,0,AT,Age18_24,JANSS,8932664
2021-W03,AT,683584,0,0,22,,0,0,0,0,AT,Age18_24,MOD,8932664
2021-W03,AT,3002329,0,0,0,,0,0,0,13,AT,Age25_49,UNK,8932664
2021-W03,AT,3002329,0,0,29653,,1190,0,0,0,AT,Age25_49,COM,8932664
2021-W03,AT,3002329,0,0,126,,0,0,0,0,AT,Age25_49,MOD,8932664
2021-W03,AT,3002329,0,0,0,,0,0,0,0,AT,Age25_49,NVXD,8932664
2021-W03,AT,3002329,0,0,0,,0,0,0,0,AT,Age25_49,AZ,8932664
2021-W03,AT,3002329,0,0,0,,0,0,0,0,AT,Age25_49,JANSS,8932664
2021-W03,AT,1399348,0,0,0,,0,0,0,0,AT,Age50_59,JANSS,8932664
2021-W03,AT,1399348,0,0,0,,0,0,0,0,AT,Age50_59,AZ,8932664
2021-W03,AT,1399348,0,0,0,,0,0,0,0,AT,Age50_59,NVXD,8932664
2021-W03,AT,1399348,0,0,61,,0,0,0,0,AT,Age50_59,MOD,8932664
2021-W03,AT,1399348,0,0,0,,0,0,0,8,AT,Age50_59,UNK,8932664
2021-W03,AT,1399348,0,0,18714,,912,0,0,0,AT,Age50_59,COM,8932664
2021-W03,AT,428300,0,0,0,,0,0,0,0,AT,Age5_9,AZ,8932664
2021-W03,AT,428300,0,0,0,,0,0,0,0,AT,Age5_9,UNK,8932664
2021-W03,AT,428300,0,0,0,,0,0,0,0,AT,Age5_9,MOD,8932664
2021-W03,AT,428300,0,0,0,,0,0,0,0,AT,Age5_9,NVXD,8932664
2021-W03,AT,428300,0,0,0,,0,0,0,0,AT,Age5_9,JANSS,8932664
2021-W03,AT,428300,0,0,1,,0,0,0,0,AT,Age5_9,COM,8932664
2021-W03,AT,1047888,0,0,0,,0,0,0,0,AT,Age60_69,JANSS,8932664
2021-W03,AT,1047888,0,0,0,,0,0,0,0,AT,Age60_69,AZ,8932664
2021-W03,AT,1047888,0,0,0,,0,0,0,0,AT,Age60_69,NVXD,8932664
2021-W03,AT,1047888,0,0,15,,0,0,0,0,AT,Age60_69,MOD,8932664
2021-W03,AT,1047888,0,0,0,,0,0,0,53,AT,Age60_69,UNK,8932664
2021-W03,AT,1047888,0,0,8316,,529,0,0,0,AT,Age60_69,COM,8932664
2021-W03,AT,753524,0,0,0,,0,0,0,0,AT,Age70_79,AZ,8932664
2021-W03,AT,753524,0,0,6673,,477,0,0,0,AT,Age70_79,COM,8932664
2021-W03,AT,753524,0,0,0,,0,0,0,0,AT,Age70_79,JANSS,8932664
2021-W03,AT,753524,0,0,0,,0,0,0,0,AT,Age70_79,NVXD,8932664
2021-W03,AT,753524,0,0,13,,0,0,0,0,AT,Age70_79,MOD,8932664
2021-W03,AT,753524,0,0,0,,0,0,0,52,AT,Age70_79,UNK,8932664
2021-W03,AT,502105,0,0,14,,0,0,0,0,AT,Age80+,MOD,8932664
2021-W03,AT,502105,0,0,0,,0,0,0,8,AT,Age80+,UNK,8932664
2021-W03,AT,502105,0,0,27092,,1457,0,0,0,AT,Age80+,COM,8932664
2021-W03,AT,502105,0,0,0,,0,0,0,0,AT,Age80+,AZ,8932664
2021-W03,AT,502105,0,0,0,,0,0,0,0,AT,Age80+,JANSS,8932664
2021-W03,AT,502105,0,0,0,,0,0,0,0,AT,Age80+,NVXD,8932664
2021-W03,AT,1543886,0,0,0,,0,0,0,0,AT,Age<18,MOD,8932664
2021-W03,AT,1543886,0,0,0,,0,0,0,0,AT,Age<18,UNK,8932664
2021-W03,AT,1543886,0,0,0,,0,0,0,0,AT,Age<18,JANSS,8932664
2021-W03,AT,1543886,0,0,38,,4,0,0,0,AT,Age<18,COM,8932664
2021-W03,AT,1543886,0,0,0,,0,0,0,0,AT,Age<18,NVXD,8932664
2021-W03,AT,1543886,0,0,0,,0,0,0,0,AT,Age<18,AZ,8932664
2021-W04,AT,7388778,0,0,0,,0,0,0,0,AT,ALL,JANSS,8932664
2021-W04,AT,7388778,0,0,0,,0,0,0,140,AT,ALL,UNK,8932664
2021-W04,AT,7388778,0,0,0,,0,0,0,0,AT,ALL,AZ,8932664
2021-W04,AT,7388778,0,0,0,,0,0,0,0,AT,ALL,NVXD,8932664
2021-W04,AT,7388778,0,0,4014,,0,0,0,0,AT,ALL,MOD,8932664
2021-W04,AT,7388778,54990,0,27751,,17540,0,0,0,AT,ALL,COM,8932664
2021-W04,AT,433755,0,0,1,,0,0,0,0,AT,Age0_4,COM,8932664
2021-W04,AT,433755,0,0,0,,0,0,0,0,AT,Age0_4,AZ,8932664
2021-W04,AT,433755,0,0,0,,0,0,0,0,AT,Age0_4,NVXD,8932664
2021-W04,AT,433755,0,0,0,,0,0,0,0,AT,Age0_4,JANSS,8932664
2021-W04,AT,433755,0,0,0,,0,0,0,0,AT,Age0_4,MOD,8932664
2021-W04,AT,433755,0,0,0,,0,0,0,0,AT,Age0_4,UNK,8932664
2021-W04,AT,423433,0,0,0,,0,0,0,0,AT,Age10_14,UNK,8932664
2021-W04,AT,423433,0,0,0,,0,0,0,0,AT,Age10_14,AZ,8932664
2021-W04,AT,423433,0,0,1,,0,0,0,0,AT,Age10_14,MOD,8932664
2021-W04,AT,423433,0,0,0,,0,0,0,0,AT,Age10_14,JANSS,8932664
2021-W04,AT,423433,0,0,0,,0,0,0,0,AT,Age10_14,NVXD,8932664
2021-W04,AT,423433,0,0,1,,0,0,0,0,AT,Age10_14,COM,8932664
2021-W04,AT,258398,0,0,0,,0,0,0,0,AT,Age15_17,JANSS,8932664
2021-W04,AT,258398,0,0,0,,0,0,0,0,AT,Age15_17,UNK,8932664
2021-W04,AT,258398,0,0,0,,0,0,0,0,AT,Age15_17,NVXD,8932664
2021-W04,AT,258398,0,0,6,,22,0,0,0,AT,Age15_17,COM,8932664
2021-W04,AT,258398,0,0,0,,0,0,0,0,AT,Age15_17,AZ,8932664
2021-W04,AT,258398,0,0,0,,0,0,0,0,AT,Age15_17,MOD,8932664
2021-W04,AT,683584,0,0,0,,0,0,0,0,AT,Age18_24,AZ,8932664
