CountryName,RegionCode,Date,StringencyIndex_NonVaccinated,StringencyIndex_Vaccinated,StringencyIndex_WeightedAverage
Aruba,,20200101,0.0,0.0,0.0
Aruba,,20200102,0.0,0.0,0.0
Aruba,,20200103,0.0,0.0,0.0
Aruba,,20200104,0.0,0.0,0.0
Aruba,,20200105,0.0,0.0,0.0
Aruba,,20200106,0.0,0.0,0.0
Aruba,,20200107,0.0,0.0,0.0
Aruba,,20200108,0.0,0.0,0.0
Aruba,,20200109,0.0,0.0,0.0
Aruba,,20200110,0.0,0.0,0.0
Aruba,,20200111,0.0,0.0,0.0
Aruba,,20200112,0.0,0.0,0.0
Aruba,,20200113,0.0,0.0,0.0
Aruba,,20200114,0.0,0.0,0.0
Aruba,,20200115,0.0,0.0,0.0
Aruba,,20200116,0.0,0.0,0.0
Aruba,,20200117,0.0,0.0,0.0
Aruba,,20200118,0.0,0.0,0.0
Aruba,,20200119,0.0,0.0,0.0
Aruba,,20200120,0.0,0.0,0.0
Aruba,,20200121,0.0,0.0,0.0
Aruba,,20200122,0.0,0.0,0.0
Aruba,,20200123,0.0,0.0,0.0
Aruba,,20200124,0.0,0.0,0.0
Aruba,,20200125,0.0,0.0,0.0
Aruba,,20200126,0.0,0.0,0.0
Aruba,,20200127,0.0,0.0,0.0
Aruba,,20200128,0.0,0.0,0.0
Aruba,,20200129,0.0,0.0,0.0
Aruba,,20200130,0.0,0.0,0.0
Aruba,,20200131,0.0,0.0,0.0
Aruba,,20200201,0.0,0.0,0.0
Aruba,,20200202,0.0,0.0,0.0
Aruba,,20200203,0.0,0.0,0.0
Aruba,,20200204,0.0,0.0,0.0
Aruba,,20200205,0.0,0.0,0.0
Aruba,,20200206,0.0,0.0,0.0
Aruba,,20200207,0.0,0.0,0.0
Aruba,,20200208,0.0,0.0,0.0
Aruba,,20200209,0.0,0.0,0.0
Aruba,,20200210,0.0,0.0,0.0
Aruba,,20200211,0.0,0.0,0.0
Aruba,,20200212,0.0,0.0,0.0
Aruba,,20200213,0.0,0.0,0.0
Aruba,,20200214,0.0,0.0,0.0
Aruba,,20200215,0.0,0.0,0.0
Aruba,,20200216,0.0,0.0,0.0
Aruba,,20200217,0.0,0.0,0.0
Aruba,,20200218,0.0,0.0,0.0
Aruba,,20200219,0.0,0.0,0.0
Aruba,,20200220,0.0,0.0,0.0
Aruba,,20200221,0.0,0.0,0.0
Aruba,,20200222,0.0,0.0,0.0
Aruba,,20200223,0.0,0.0,0.0
Aruba,,20200224,0.0,0.0,0.0
Aruba,,20200225,0.0,0.0,0.0
Aruba,,20200226,0.0,0.0,0.0
Aruba,,20200227,0.0,0.0,0.0
Aruba,,20200228,0.0,0.0,0.0
Aruba,,20200229,0.0,0.0,0.0
Aruba,,20200301,0.0,0.0,0.0
Aruba,,20200302,0.0,0.0,0.0
Aruba,,20200303,0.0,0.0,0.0
Aruba,,20200304,0.0,0.0,0.0
Aruba,,20200305,0.0,0.0,0.0
Aruba,,20200306,0.0,0.0,0.0
Aruba,,20200307,0.0,0.0,0.0
Aruba,,20200308,0.0,0.0,0.0
Aruba,,20200309,0.0,0.0,0.0
Aruba,,20200310,0.0,0.0,0.0
Aruba,,20200311,0.0,0.0,0.0
Aruba,,20200312,0.0,0.0,0.0
Aruba,,20200313,0.0,0.0,0.0
Aruba,,20200314,0.0,0.0,0.0
Aruba,,20200315,0.0,0.0,0.0
Aruba,,20200316,11.11,11.11,11.11
Aruba,,20200317,22.22,22.22,22.22
Aruba,,20200318,33.33,33.33,33.33
Aruba,,20200319,33.33,33.33,33.33
Aruba,,20200320,33.33,33.33,33.33
Aruba,,20200321,44.44,44.44,44.44
Aruba,,20200322,44.44,44.44,44.44
Aruba,,20200323,44.44,44.44,44.44
Aruba,,20200324,44.44,44.44,44.44
Aruba,,20200325,44.44,44.44,44.44
Aruba,,20200326,44.44,44.44,44.44
Aruba,,20200327,44.44,44.44,44.44
Aruba,,20200328,44.44,44.44,44.44
Aruba,,20200329,85.19,85.19,85.19
Aruba,,20200330,85.19,85.19,85.19
Aruba,,20200331,85.19,85.19,85.19
Aruba,,20200401,85.19,85.19,85.19
Aruba,,20200402,85.19,85.19,85.19
Aruba,,20200403,85.19,85.19,85.19
Aruba,,20200404,85.19,85.19,85.19
Aruba,,20200405,85.19,85.19,85.19
Aruba,,20200406,85.19,85.19,85.19
Aruba,,20200407,85.19,85.19,85.19
Aruba,,20200408,85.19,85.19,85.19
Aruba,,20200409,85.19,85.19,85.19
Aruba,,20200410,88.89,88.89,88.89
Aruba,,20200411,85.19,85.19,85.19
Aruba,,20200412,88.89,88.89,88.89
Aruba,,20200413,88.89,88.89,88.89
Aruba,,20200414,85.19,85.19,85.19
Aruba,,20200415,85.19,85.19,85.19
Aruba,,20200416,85.19,85.19,85.19
Aruba,,20200417,85.19,85.19,85.19
Aruba,,20200418,85.19,85.19,85.19
Aruba,,20200419,85.19,85.19,85.19
Aruba,,20200420,85.19,85.19,85.19
Aruba,,20200421,85.19,85.19,85.19
Aruba,,20200422,85.19,85.19,85.19
Aruba,,20200423,85.19,85.19,85.19
Aruba,,20200424,85.19,85.19,85.19
Aruba,,20200425,85.19,85.19,85.19
Aruba,,20200426,85.19,85.19,85.19
Aruba,,20200427,85.19,85.19,85.19
Aruba,,20200428,85.19,85.19,85.19
Aruba,,20200429,85.19,85.19,85.19
Aruba,,20200430,85.19,85.19,85.19
Aruba,,20200501,85.19,85.19,85.19
Aruba,,20200502,85.19,85.19,85.19
Aruba,,20200503,85.19,85.19,85.19
Aruba,,20200504,81.48,81.48,81.48
Aruba,,20200505,81.48,81.48,81.48
Aruba,,20200506,81.48,81.48,81.48
Aruba,,20200507,81.48,81.48,81.48
Aruba,,20200508,81.48,81.48,81.48
Aruba,,20200509,81.48,81.48,81.48
Aruba,,20200510,81.48,81.48,81.48
Aruba,,20200511,81.48,81.48,81.48
Aruba,,20200512,81.48,81.48,81.48
Aruba,,20200513,81.48,81.48,81.48
Aruba,,20200514,81.48,81.48,81.48
Aruba,,20200515,81.48,81.48,81.48
Aruba,,20200516,81.48,81.48,81.48
Aruba,,20200517,81.48,81.48,81.48
Aruba,,20200518,66.67,66.67,66.67
Aruba,,20200519,66.67,66.67,66.67
Aruba,,20200520,66.67,66.67,66.67
Aruba,,20200521,66.67,66.67,66.67
Aruba,,20200522,66.67,66.67,66.67
Aruba,,20200523,66.67,66.67,66.67
Aruba,,20200524,66.67,66.67,66.67
Aruba,,20200525,66.67,66.67,66.67
Aruba,,20200526,66.67,66.67,66.67
Aruba,,20200527,66.67,66.67,66.67
Aruba,,20200528,62.96,62.96,62.96
Aruba,,20200529,62.96,62.96,62.96
Aruba,,20200530,62.96,62.96,62.96
Aruba,,20200531,57.41,57.41,57.41
Aruba,,20200601,57.41,57.41,57.41
Aruba,,20200602,57.41,57.41,57.41
Aruba,,20200603,57.41,57.41,57.41
Aruba,,20200604,57.41,57.41,57.41
Aruba,,20200605,57.41,57.41,57.41
Aruba,,20200606,57.41,57.41,57.41
Aruba,,20200607,57.41,57.41,57.41
Aruba,,20200608,53.7,53.7,53.7
Aruba,,20200609,53.7,53.7,53.7
Aruba,,20200610,47.22,47.22,47.22
Aruba,,20200611,47.22,47.22,47.22
Aruba,,20200612,47.22,47.22,47.22
Aruba,,20200613,47.22,47.22,47.22
Aruba,,20200614,47.22,47.22,47.22
Aruba,,20200615,47.22,47.22,47.22
Aruba,,20200616,47.22,47.22,47.22
Aruba,,20200617,47.22,47.22,47.22
Aruba,,20200618,47.22,47.22,47.22
Aruba,,20200619,47.22,47.22,47.22
Aruba,,20200620,47.22,47.22,47.22
Aruba,,20200621,47.22,47.22,47.22
Aruba,,20200622,47.22,47.22,47.22
Aruba,,20200623,47.22,47.22,47.22
Aruba,,20200624,47.22,47.22,47.22
Aruba,,20200625,47.22,47.22,47.22
Aruba,,20200626,47.22,47.22,47.22
Aruba,,20200627,47.22,47.22,47.22
Aruba,,20200628,47.22,47.22,47.22
Aruba,,20200629,47.22,47.22,47.22
Aruba,,20200630,47.22,47.22,47.22
Aruba,,20200701,47.22,47.22,47.22
Aruba,,20200702,47.22,47.22,47.22
Aruba,,20200703,47.22,47.22,47.22
Aruba,,20200704,47.22,47.22,47.22
Aruba,,20200705,47.22,47.22,47.22
Aruba,,20200706,47.22,47.22,47.22
Aruba,,20200707,47.22,47.22,47.22
Aruba,,20200708,47.22,47.22,47.22
Aruba,,20200709,47.22,47.22,47.22
Aruba,,20200710,47.22,47.22,47.22
Aruba,,20200711,47.22,47.22,47.22
Aruba,,20200712,47.22,47.22,47.22
Aruba,,20200713,47.22,47.22,47.22
Aruba,,20200714,47.22,47.22,47.22
Aruba,,20200715,47.22,47.22,47.22
Aruba,,20200716,47.22,47.22,47.22
Aruba,,20200717,47.22,47.22,47.22
Aruba,,20200718,47.22,47.22,47.22
Aruba,,20200719,47.22,47.22,47.22
Aruba,,20200720,47.22,47.22,47.22
Aruba,,20200721,47.22,47.22,47.22
Aruba,,20200722,47.22,47.22,47.22
Aruba,,20200723,47.22,47.22,47.22
Aruba,,20200724,47.22,47.22,47.22
Aruba,,20200725,47.22,47.22,47.22
Aruba,,20200726,47.22,47.22,47.22
Aruba,,20200727,47.22,47.22,47.22
Aruba,,20200728,47.22,47.22,47.22
Aruba,,20200729,47.22,47.22,47.22
Aruba,,20200730,47.22,47.22,47.22
Aruba,,20200731,47.22,47.22,47.22
Aruba,,20200801,47.22,47.22,47.22
Aruba,,20200802,47.22,47.22,47.22
Aruba,,20200803,47.22,47.22,47.22
Aruba,,20200804,58.33,58.33,58.33
Aruba,,20200805,58.33,58.33,58.33
Aruba,,20200806,58.33,58.33,58.33
Aruba,,20200807,62.04,62.04,62.04
Aruba,,20200808,62.04,62.04,62.04
Aruba,,20200809,62.04,62.04,62.04
Aruba,,20200810,62.04,62.04,62.04
Aruba,,20200811,62.04,62.04,62.04
Aruba,,20200812,62.04,62.04,62.04
Aruba,,20200813,62.04,62.04,62.04
Aruba,,20200814,62.04,62.04,62.04
Aruba,,20200815,62.04,62.04,62.04
Aruba,,20200816,62.04,62.04,62.04
Aruba,,20200817,62.04,62.04,62.04
Aruba,,20200818,69.44,69.44,69.44
Aruba,,20200819,69.44,69.44,69.44
Aruba,,20200820,69.44,69.44,69.44
Aruba,,20200821,69.44,69.44,69.44
Aruba,,20200822,69.44,69.44,69.44
Aruba,,20200823,69.44,69.44,69.44
Aruba,,20200824,69.44,69.44,69.44
Aruba,,20200825,69.44,69.44,69.44
Aruba,,20200826,69.44,69.44,69.44
Aruba,,20200827,69.44,69.44,69.44
Aruba,,20200828,73.15,73.15,73.15
Aruba,,20200829,73.15,73.15,73.15
Aruba,,20200830,73.15,73.15,73.15
Aruba,,20200831,73.15,73.15,73.15
Aruba,,20200901,73.15,73.15,73.15
Aruba,,20200902,73.15,73.15,73.15
Aruba,,20200903,69.44,69.44,69.44
Aruba,,20200904,69.44,69.44,69.44
Aruba,,20200905,69.44,69.44,69.44
Aruba,,20200906,69.44,69.44,69.44
Aruba,,20200907,63.89,63.89,63.89
Aruba,,20200908,63.89,63.89,63.89
Aruba,,20200909,63.89,63.89,63.89
Aruba,,20200910,63.89,63.89,63.89
Aruba,,20200911,63.89,63.89,63.89
Aruba,,20200912,63.89,63.89,63.89
Aruba,,20200913,63.89,63.89,63.89
Aruba,,20200914,63.89,63.89,63.89
Aruba,,20200915,63.89,63.89,63.89
Aruba,,20200916,63.89,63.89,63.89
Aruba,,20200917,63.89,63.89,63.89
Aruba,,20200918,63.89,63.89,63.89
Aruba,,20200919,63.89,63.89,63.89
Aruba,,20200920,63.89,63.89,63.89
Aruba,,20200921,58.33,58.33,58.33
Aruba,,20200922,58.33,58.33,58.33
Aruba,,20200923,58.33,58.33,58.33
Aruba,,20200924,58.33,58.33,58.33
Aruba,,20200925,58.33,58.33,58.33
Aruba,,20200926,58.33,58.33,58.33
Aruba,,20200927,58.33,58.33,58.33
Aruba,,20200928,58.33,58.33,58.33
Aruba,,20200929,58.33,58.33,58.33
Aruba,,20200930,58.33,58.33,58.33
Aruba,,20201001,58.33,58.33,58.33
Aruba,,20201002,58.33,58.33,58.33
Aruba,,20201003,58.33,58.33,58.33
Aruba,,20201004,58.33,58.33,58.33
Aruba,,20201005,58.33,58.33,58.33
Aruba,,20201006,58.33,58.33,58.33
Aruba,,20201007,58.33,58.33,58.33
Aruba,,20201008,58.33,58.33,58.33
Aruba,,20201009,58.33,58.33,58.33
Aruba,,20201010,58.33,58.33,58.33
Aruba,,20201011,58.33,58.33,58.33
Aruba,,20201012,58.33,58.33,58.33
Aruba,,20201013,58.33,58.33,58.33
Aruba,,20201014,58.33,58.33,58.33
Aruba,,20201015,58.33,58.33,58.33
Aruba,,20201016,58.33,58.33,58.33
Aruba,,20201017,58.33,58.33,58.33
Aruba,,20201018,58.33,58.33,58.33
Aruba,,20201019,58.33,58.33,58.33
Aruba,,20201020,58.33,58.33,58.33
Aruba,,20201021,58.33,58.33,58.33
Aruba,,20201022,47.22,47.22,47.22
Aruba,,20201023,47.22,47.22,47.22
Aruba,,20201024,47.22,47.22,47.22
Aruba,,20201025,47.22,47.22,47.22
Aruba,,20201026,47.22,47.22,47.22
Aruba,,20201027,47.22,47.22,47.22
Aruba,,20201028,47.22,47.22,47.22
Aruba,,20201029,47.22,47.22,47.22
Aruba,,20201030,47.22,47.22,47.22
Aruba,,20201031,47.22,47.22,47.22
Aruba,,20201101,47.22,47.22,47.22
Aruba,,20201102,47.22,47.22,47.22
Aruba,,20201103,47.22,47.22,47.22
Aruba,,20201104,47.22,47.22,47.22
Aruba,,20201105,47.22,47.22,47.22
Aruba,,20201106,47.22,47.22,47.22
Aruba,,20201107,47.22,47.22,47.22
Aruba,,20201108,47.22,47.22,47.22
Aruba,,20201109,47.22,47.22,47.22
Aruba,,20201110,43.52,43.52,43.52
Aruba,,20201111,43.52,43.52,43.52
Aruba,,20201112,43.52,43.52,43.52
Aruba,,20201113,43.52,43.52,43.52
Aruba,,20201114,43.52,43.52,43.52
Aruba,,20201115,43.52,43.52,43.52
Aruba,,20201116,43.52,43.52,43.52
Aruba,,20201117,43.52,43.52,43.52
Aruba,,20201118,43.52,43.52,43.52
Aruba,,20201119,43.52,43.52,43.52
Aruba,,20201120,43.52,43.52,43.52
Aruba,,20201121,43.52,43.52,43.52
Aruba,,20201122,43.52,43.52,43.52
Aruba,,20201123,43.52,43.52,43.52
Aruba,,20201124,35.19,35.19,35.19
Aruba,,20201125,35.19,35.19,35.19
Aruba,,20201126,35.19,35.19,35.19
Aruba,,20201127,35.19,35.19,35.19
Aruba,,20201128,35.19,35.19,35.19
Aruba,,20201129,35.19,35.19,35.19
Aruba,,20201130,35.19,35.19,35.19
Aruba,,20201201,31.48,31.48,31.48
Aruba,,20201202,31.48,31.48,31.48
Aruba,,20201203,31.48,31.48,31.48
Aruba,,20201204,31.48,31.48,31.48
Aruba,,20201205,38.89,38.89,38.89
Aruba,,20201206,38.89,38.89,38.89
Aruba,,20201207,38.89,38.89,38.89
Aruba,,20201208,38.89,38.89,38.89
Aruba,,20201209,38.89,38.89,38.89
Aruba,,20201210,38.89,38.89,38.89
Aruba,,20201211,38.89,38.89,38.89
Aruba,,20201212,38.89,38.89,38.89
Aruba,,20201213,38.89,38.89,38.89
Aruba,,20201214,38.89,38.89,38.89
Aruba,,20201215,38.89,38.89,38.89
Aruba,,20201216,38.89,38.89,38.89
Aruba,,20201217,38.89,38.89,38.89
Aruba,,20201218,38.89,38.89,38.89
Aruba,,20201219,31.48,31.48,31.48
Aruba,,20201220,31.48,31.48,31.48
Aruba,,20201221,31.48,31.48,31.48
Aruba,,20201222,31.48,31.48,31.48
Aruba,,20201223,31.48,31.48,31.48
Aruba,,20201224,31.48,31.48,31.48
Aruba,,20201225,31.48,31.48,31.48
Aruba,,20201226,31.48,31.48,31.48
Aruba,,20201227,31.48,31.48,31.48
Aruba,,20201228,31.48,31.48,31.48
Aruba,,20201229,31.48,31.48,31.48
Aruba,,20201230,31.48,31.48,31.48
Aruba,,20201231,31.48,31.48,31.48
Afghanistan,,20200101,0.0,0.0,0.0
Afghanistan,,20200102,0.0,0.0,0.0
Afghanistan,,20200103,0.0,0.0,0.0
Afghanistan,,20200104,0.0,0.0,0.0
Afghanistan,,20200105,0.0,0.0,0.0
Afghanistan,,20200106,0.0,0.0,0.0
Afghanistan,,20200107,0.0,0.0,0.0
Afghanistan,,20200108,0.0,0.0,0.0
Afghanistan,,20200109,0.0,0.0,0.0
Afghanistan,,20200110,0.0,0.0,0.0
Afghanistan,,20200111,0.0,0.0,0.0
Afghanistan,,20200112,0.0,0.0,0.0
Afghanistan,,20200113,0.0,0.0,0.0
Afghanistan,,20200114,0.0,0.0,0.0
Afghanistan,,20200115,0.0,0.0,0.0
Afghanistan,,20200116,0.0,0.0,0.0
Afghanistan,,20200117,0.0,0.0,0.0
Afghanistan,,20200118,0.0,0.0,0.0
Afghanistan,,20200119,0.0,0.0,0.0
Afghanistan,,20200120,0.0,0.0,0.0
Afghanistan,,20200121,0.0,0.0,0.0
Afghanistan,,20200122,0.0,0.0,0.0
Afghanistan,,20200123,0.0,0.0,0.0
Afghanistan,,20200124,0.0,0.0,0.0
Afghanistan,,20200125,0.0,0.0,0.0
Afghanistan,,20200126,0.0,0.0,0.0
Afghanistan,,20200127,0.0,0.0,0.0
Afghanistan,,20200128,0.0,0.0,0.0
Afghanistan,,20200129,0.0,0.0,0.0
Afghanistan,,20200130,0.0,0.0,0.0
Afghanistan,,20200131,0.0,0.0,0.0
Afghanistan,,20200201,0.0,0.0,0.0
Afghanistan,,20200202,0.0,0.0,0.0
Afghanistan,,20200203,0.0,0.0,0.0
Afghanistan,,20200204,0.0,0.0,0.0
Afghanistan,,20200205,0.0,0.0,0.0
Afghanistan,,20200206,0.0,0.0,0.0
Afghanistan,,20200207,0.0,0.0,0.0
Afghanistan,,20200208,0.0,0.0,0.0
Afghanistan,,20200209,0.0,0.0,0.0
Afghanistan,,20200210,0.0,0.0,0.0
Afghanistan,,20200211,0.0,0.0,0.0
Afghanistan,,20200212,0.0,0.0,0.0
Afghanistan,,20200213,0.0,0.0,0.0
Afghanistan,,20200214,0.0,0.0,0.0
Afghanistan,,20200215,0.0,0.0,0.0
Afghanistan,,20200216,0.0,0.0,0.0
Afghanistan,,20200217,0.0,0.0,0.0
Afghanistan,,20200218,0.0,0.0,0.0
Afghanistan,,20200219,0.0,0.0,0.0
Afghanistan,,20200220,0.0,0.0,0.0
Afghanistan,,20200221,0.0,0.0,0.0
Afghanistan,,20200222,0.0,0.0,0.0
Afghanistan,,20200223,8.33,8.33,8.33
Afghanistan,,20200224,8.33,8.33,8.33
Afghanistan,,20200225,8.33,8.33,8.33
Afghanistan,,20200226,8.33,8.33,8.33
Afghanistan,,20200227,8.33,8.33,8.33
Afghanistan,,20200228,8.33,8.33,8.33
Afghanistan,,20200229,8.33,8.33,8.33
Afghanistan,,20200301,27.78,27.78,27.78
Afghanistan,,20200302,27.78,27.78,27.78
Afghanistan,,20200303,27.78,27.78,27.78
Afghanistan,,20200304,27.78,27.78,27.78
Afghanistan,,20200305,27.78,27.78,27.78
Afghanistan,,20200306,27.78,27.78,27.78
Afghanistan,,20200307,27.78,27.78,27.78
Afghanistan,,20200308,27.78,27.78,27.78
Afghanistan,,20200309,27.78,27.78,27.78
Afghanistan,,20200310,27.78,27.78,27.78
Afghanistan,,20200311,27.78,27.78,27.78
Afghanistan,,20200312,27.78,27.78,27.78
Afghanistan,,20200313,27.78,27.78,27.78
Afghanistan,,20200314,38.89,38.89,38.89
Afghanistan,,20200315,38.89,38.89,38.89
Afghanistan,,20200316,38.89,38.89,38.89
Afghanistan,,20200317,38.89,38.89,38.89
Afghanistan,,20200318,41.67,41.67,41.67
Afghanistan,,20200319,41.67,41.67,41.67
Afghanistan,,20200320,41.67,41.67,41.67
Afghanistan,,20200321,41.67,41.67,41.67
Afghanistan,,20200322,41.67,41.67,41.67
Afghanistan,,20200323,41.67,41.67,41.67
Afghanistan,,20200324,50.93,50.93,50.93
Afghanistan,,20200325,59.26,59.26,59.26
Afghanistan,,20200326,59.26,59.26,59.26
Afghanistan,,20200327,59.26,59.26,59.26
Afghanistan,,20200328,67.59,67.59,67.59
Afghanistan,,20200329,67.59,67.59,67.59
Afghanistan,,20200330,67.59,67.59,67.59
Afghanistan,,20200331,67.59,67.59,67.59
Afghanistan,,20200401,67.59,67.59,67.59
Afghanistan,,20200402,67.59,67.59,67.59
Afghanistan,,20200403,67.59,67.59,67.59
Afghanistan,,20200404,67.59,67.59,67.59
Afghanistan,,20200405,78.7,78.7,78.7
Afghanistan,,20200406,78.7,78.7,78.7
Afghanistan,,20200407,78.7,78.7,78.7
Afghanistan,,20200408,78.7,78.7,78.7
Afghanistan,,20200409,78.7,78.7,78.7
Afghanistan,,20200410,78.7,78.7,78.7
Afghanistan,,20200411,78.7,78.7,78.7
Afghanistan,,20200412,84.26,84.26,84.26
Afghanistan,,20200413,84.26,84.26,84.26
Afghanistan,,20200414,84.26,84.26,84.26
Afghanistan,,20200415,84.26,84.26,84.26
Afghanistan,,20200416,84.26,84.26,84.26
Afghanistan,,20200417,84.26,84.26,84.26
Afghanistan,,20200418,84.26,84.26,84.26
Afghanistan,,20200419,84.26,84.26,84.26
Afghanistan,,20200420,84.26,84.26,84.26
Afghanistan,,20200421,84.26,84.26,84.26
Afghanistan,,20200422,84.26,84.26,84.26
Afghanistan,,20200423,84.26,84.26,84.26
Afghanistan,,20200424,84.26,84.26,84.26
Afghanistan,,20200425,84.26,84.26,84.26
Afghanistan,,20200426,84.26,84.26,84.26
Afghanistan,,20200427,84.26,84.26,84.26
Afghanistan,,20200428,84.26,84.26,84.26
Afghanistan,,20200429,84.26,84.26,84.26
Afghanistan,,20200430,84.26,84.26,84.26
Afghanistan,,20200501,84.26,84.26,84.26
Afghanistan,,20200502,84.26,84.26,84.26
Afghanistan,,20200503,84.26,84.26,84.26
Afghanistan,,20200504,84.26,84.26,84.26
Afghanistan,,20200505,84.26,84.26,84.26
Afghanistan,,20200506,84.26,84.26,84.26
Afghanistan,,20200507,84.26,84.26,84.26
Afghanistan,,20200508,84.26,84.26,84.26
Afghanistan,,20200509,84.26,84.26,84.26
Afghanistan,,20200510,84.26,84.26,84.26
Afghanistan,,20200511,84.26,84.26,84.26
Afghanistan,,20200512,84.26,84.26,84.26
Afghanistan,,20200513,84.26,84.26,84.26
Afghanistan,,20200514,84.26,84.26,84.26
Afghanistan,,20200515,84.26,84.26,84.26
Afghanistan,,20200516,84.26,84.26,84.26
Afghanistan,,20200517,84.26,84.26,84.26
Afghanistan,,20200518,84.26,84.26,84.26
Afghanistan,,20200519,84.26,84.26,84.26
Afghanistan,,20200520,84.26,84.26,84.26
Afghanistan,,20200521,84.26,84.26,84.26
Afghanistan,,20200522,84.26,84.26,84.26
Afghanistan,,20200523,84.26,84.26,84.26
Afghanistan,,20200524,84.26,84.26,84.26
Afghanistan,,20200525,84.26,84.26,84.26
Afghanistan,,20200526,84.26,84.26,84.26
Afghanistan,,20200527,84.26,84.26,84.26
Afghanistan,,20200528,84.26,84.26,84.26
Afghanistan,,20200529,84.26,84.26,84.26
Afghanistan,,20200530,84.26,84.26,84.26
Afghanistan,,20200531,84.26,84.26,84.26
Afghanistan,,20200601,84.26,84.26,84.26
Afghanistan,,20200602,84.26,84.26,84.26
Afghanistan,,20200603,84.26,84.26,84.26
Afghanistan,,20200604,84.26,84.26,84.26
Afghanistan,,20200605,84.26,84.26,84.26
Afghanistan,,20200606,84.26,84.26,84.26
Afghanistan,,20200607,84.26,84.26,84.26
Afghanistan,,20200608,84.26,84.26,84.26
Afghanistan,,20200609,84.26,84.26,84.26
Afghanistan,,20200610,84.26,84.26,84.26
Afghanistan,,20200611,84.26,84.26,84.26
Afghanistan,,20200612,84.26,84.26,84.26
Afghanistan,,20200613,84.26,84.26,84.26
Afghanistan,,20200614,84.26,84.26,84.26
Afghanistan,,20200615,84.26,84.26,84.26
Afghanistan,,20200616,84.26,84.26,84.26
Afghanistan,,20200617,84.26,84.26,84.26
Afghanistan,,20200618,84.26,84.26,84.26
Afghanistan,,20200619,84.26,84.26,84.26
Afghanistan,,20200620,84.26,84.26,84.26
Afghanistan,,20200621,84.26,84.26,84.26
Afghanistan,,20200622,84.26,84.26,84.26
Afghanistan,,20200623,84.26,84.26,84.26
Afghanistan,,20200624,84.26,84.26,84.26
Afghanistan,,20200625,84.26,84.26,84.26
Afghanistan,,20200626,84.26,84.26,84.26
Afghanistan,,20200627,84.26,84.26,84.26
Afghanistan,,20200628,84.26,84.26,84.26
Afghanistan,,20200629,84.26,84.26,84.26
Afghanistan,,20200630,78.7,78.7,78.7
Afghanistan,,20200701,78.7,78.7,78.7
Afghanistan,,20200702,78.7,78.7,78.7
Afghanistan,,20200703,78.7,78.7,78.7
Afghanistan,,20200704,78.7,78.7,78.7
Afghanistan,,20200705,78.7,78.7,78.7
Afghanistan,,20200706,78.7,78.7,78.7
Afghanistan,,20200707,78.7,78.7,78.7
Afghanistan,,20200708,78.7,78.7,78.7
Afghanistan,,20200709,78.7,78.7,78.7
Afghanistan,,20200710,78.7,78.7,78.7
Afghanistan,,20200711,78.7,78.7,78.7
Afghanistan,,20200712,78.7,78.7,78.7
Afghanistan,,20200713,78.7,78.7,78.7
Afghanistan,,20200714,78.7,78.7,78.7
Afghanistan,,20200715,78.7,78.7,78.7
Afghanistan,,20200716,78.7,78.7,78.7
Afghanistan,,20200717,78.7,78.7,78.7
Afghanistan,,20200718,78.7,78.7,78.7
Afghanistan,,20200719,78.7,78.7,78.7
Afghanistan,,20200720,78.7,78.7,78.7
Afghanistan,,20200721,78.7,78.7,78.7
Afghanistan,,20200722,78.7,78.7,78.7
Afghanistan,,20200723,78.7,78.7,78.7
Afghanistan,,20200724,78.7,78.7,78.7
Afghanistan,,20200725,78.7,78.7,78.7
Afghanistan,,20200726,78.7,78.7,78.7
Afghanistan,,20200727,78.7,78.7,78.7
Afghanistan,,20200728,78.7,78.7,78.7
Afghanistan,,20200729,78.7,78.7,78.7
Afghanistan,,20200730,78.7,78.7,78.7
Afghanistan,,20200731,78.7,78.7,78.7
Afghanistan,,20200801,78.7,78.7,78.7
Afghanistan,,20200802,78.7,78.7,78.7
Afghanistan,,20200803,78.7,78.7,78.7
Afghanistan,,20200804,75.0,75.0,75.0
Afghanistan,,20200805,71.3,71.3,71.3
Afghanistan,,20200806,71.3,71.3,71.3
Afghanistan,,20200807,71.3,71.3,71.3
Afghanistan,,20200808,71.3,71.3,71.3
Afghanistan,,20200809,71.3,71.3,71.3
Afghanistan,,20200810,71.3,71.3,71.3
Afghanistan,,20200811,71.3,71.3,71.3
Afghanistan,,20200812,71.3,71.3,71.3
Afghanistan,,20200813,71.3,71.3,71.3
Afghanistan,,20200814,71.3,71.3,71.3
Afghanistan,,20200815,60.19,60.19,60.19
Afghanistan,,20200816,60.19,60.19,60.19
Afghanistan,,20200817,60.19,60.19,60.19
Afghanistan,,20200818,48.15,48.15,48.15
Afghanistan,,20200819,48.15,48.15,48.15
Afghanistan,,20200820,48.15,48.15,48.15
Afghanistan,,20200821,48.15,48.15,48.15
Afghanistan,,20200822,48.15,48.15,48.15
Afghanistan,,20200823,48.15,48.15,48.15
Afghanistan,,20200824,48.15,48.15,48.15
Afghanistan,,20200825,48.15,48.15,48.15
Afghanistan,,20200826,28.7,28.7,28.7
Afghanistan,,20200827,28.7,28.7,28.7
Afghanistan,,20200828,28.7,28.7,28.7
Afghanistan,,20200829,28.7,28.7,28.7
Afghanistan,,20200830,28.7,28.7,28.7
Afghanistan,,20200831,28.7,28.7,28.7
Afghanistan,,20200901,28.7,28.7,28.7
