entity,iso_code,date,indicator,value
Algeria,DZA,2021-04-24,Daily ICU occupancy per million,0.49
Algeria,DZA,2021-04-25,Daily ICU occupancy,20.0
Algeria,DZA,2021-04-25,Daily ICU occupancy per million,0.445
Algeria,DZA,2021-04-26,Daily ICU occupancy,21.0
Algeria,DZA,2021-04-26,Daily ICU occupancy per million,0.468
Algeria,DZA,2021-04-27,Daily ICU occupancy,20.0
Algeria,DZA,2021-04-27,Daily ICU occupancy per million,0.445
Algeria,DZA,2021-04-28,Daily ICU occupancy,23.0
Algeria,DZA,2021-04-28,Daily ICU occupancy per million,0.512
Algeria,DZA,2021-04-29,Daily ICU occupancy,22.0
Algeria,DZA,2021-04-29,Daily ICU occupancy per million,0.49
Algeria,DZA,2021-04-30,Daily ICU occupancy,28.0
Algeria,DZA,2021-04-30,Daily ICU occupancy per million,0.624
Algeria,DZA,2021-05-01,Daily ICU occupancy,31.0
Algeria,DZA,2021-05-01,Daily ICU occupancy per million,0.69
Algeria,DZA,2021-05-02,Daily ICU occupancy,24.0
Algeria,DZA,2021-05-02,Daily ICU occupancy per million,0.534
Algeria,DZA,2021-05-03,Daily ICU occupancy,26.0
Algeria,DZA,2021-05-03,Daily ICU occupancy per million,0.579
Algeria,DZA,2021-05-04,Daily ICU occupancy,26.0
Algeria,DZA,2021-05-04,Daily ICU occupancy per million,0.579
Algeria,DZA,2021-05-05,Daily ICU occupancy,22.0
Algeria,DZA,2021-05-05,Daily ICU occupancy per million,0.49
Algeria,DZA,2021-05-06,Daily ICU occupancy,23.0
Algeria,DZA,2021-05-06,Daily ICU occupancy per million,0.512
Algeria,DZA,2021-05-07,Daily ICU occupancy,23.0
Algeria,DZA,2021-05-07,Daily ICU occupancy per million,0.512
Algeria,DZA,2021-05-08,Daily ICU occupancy,25.0
Algeria,DZA,2021-05-08,Daily ICU occupancy per million,0.557
Algeria,DZA,2021-05-09,Daily ICU occupancy,23.0
Algeria,DZA,2021-05-09,Daily ICU occupancy per million,0.512
Algeria,DZA,2021-05-10,Daily ICU occupancy,22.0
Algeria,DZA,2021-05-10,Daily ICU occupancy per million,0.49
Algeria,DZA,2021-05-11,Daily ICU occupancy,19.0
Algeria,DZA,2021-05-11,Daily ICU occupancy per million,0.423
Algeria,DZA,2021-05-12,Daily ICU occupancy,27.0
Algeria,DZA,2021-05-12,Daily ICU occupancy per million,0.601
Algeria,DZA,2021-05-13,Daily ICU occupancy,23.0
Algeria,DZA,2021-05-13,Daily ICU occupancy per million,0.512
Algeria,DZA,2021-05-14,Daily ICU occupancy,26.0
Algeria,DZA,2021-05-14,Daily ICU occupancy per million,0.579
Algeria,DZA,2021-05-15,Daily ICU occupancy,24.0
Algeria,DZA,2021-05-15,Daily ICU occupancy per million,0.534
Algeria,DZA,2021-05-16,Daily ICU occupancy,22.0
Algeria,DZA,2021-05-16,Daily ICU occupancy per million,0.49
Algeria,DZA,2021-05-17,Daily ICU occupancy,22.0
Algeria,DZA,2021-05-17,Daily ICU occupancy per million,0.49
Algeria,DZA,2021-05-18,Daily ICU occupancy,21.0
Algeria,DZA,2021-05-18,Daily ICU occupancy per million,0.468
Algeria,DZA,2021-05-19,Daily ICU occupancy,19.0
Algeria,DZA,2021-05-19,Daily ICU occupancy per million,0.423
Algeria,DZA,2021-05-20,Daily ICU occupancy,22.0
Algeria,DZA,2021-05-20,Daily ICU occupancy per million,0.49
Algeria,DZA,2021-05-21,Daily ICU occupancy,21.0
Algeria,DZA,2021-05-21,Daily ICU occupancy per million,0.468
Algeria,DZA,2021-05-22,Daily ICU occupancy,18.0
Algeria,DZA,2021-05-22,Daily ICU occupancy per million,0.401
Algeria,DZA,2021-05-23,Daily ICU occupancy,15.0
Algeria,DZA,2021-05-23,Daily ICU occupancy per million,0.334
Algeria,DZA,2021-05-24,Daily ICU occupancy,20.0
Algeria,DZA,2021-05-24,Daily ICU occupancy per million,0.445
Algeria,DZA,2021-05-25,Daily ICU occupancy,20.0
Algeria,DZA,2021-05-25,Daily ICU occupancy per million,0.445
Algeria,DZA,2021-05-26,Daily ICU occupancy,19.0
Algeria,DZA,2021-05-26,Daily ICU occupancy per million,0.423
Algeria,DZA,2021-05-27,Daily ICU occupancy,24.0
Algeria,DZA,2021-05-27,Daily ICU occupancy per million,0.534
Algeria,DZA,2021-05-28,Daily ICU occupancy,26.0
Algeria,DZA,2021-05-28,Daily ICU occupancy per million,0.579
Algeria,DZA,2021-05-29,Daily ICU occupancy,28.0
Algeria,DZA,2021-05-29,Daily ICU occupancy per million,0.624
Algeria,DZA,2021-05-30,Daily ICU occupancy,22.0
Algeria,DZA,2021-05-30,Daily ICU occupancy per million,0.49
Algeria,DZA,2021-05-31,Daily ICU occupancy,19.0
Algeria,DZA,2021-05-31,Daily ICU occupancy per million,0.423
Algeria,DZA,2021-06-01,Daily ICU occupancy,23.0
Algeria,DZA,2021-06-01,Daily ICU occupancy per million,0.512
Algeria,DZA,2021-06-02,Daily ICU occupancy,22.0
Algeria,DZA,2021-06-02,Daily ICU occupancy per million,0.49
Algeria,DZA,2021-06-03,Daily ICU occupancy,23.0
Algeria,DZA,2021-06-03,Daily ICU occupancy per million,0.512
Algeria,DZA,2021-06-04,Daily ICU occupancy,25.0
Algeria,DZA,2021-06-04,Daily ICU occupancy per million,0.557
Algeria,DZA,2021-06-05,Daily ICU occupancy,24.0
Algeria,DZA,2021-06-05,Daily ICU occupancy per million,0.534
Algeria,DZA,2021-06-06,Daily ICU occupancy,19.0
Algeria,DZA,2021-06-06,Daily ICU occupancy per million,0.423
Algeria,DZA,2021-06-07,Daily ICU occupancy,20.0
Algeria,DZA,2021-06-07,Daily ICU occupancy per million,0.445
Algeria,DZA,2021-06-08,Daily ICU occupancy,25.0
Algeria,DZA,2021-06-08,Daily ICU occupancy per million,0.557
Algeria,DZA,2021-06-09,Daily ICU occupancy,27.0
Algeria,DZA,2021-06-09,Daily ICU occupancy per million,0.601
Algeria,DZA,2021-06-10,Daily ICU occupancy,26.0
Algeria,DZA,2021-06-10,Daily ICU occupancy per million,0.579
Algeria,DZA,2021-06-11,Daily ICU occupancy,25.0
Algeria,DZA,2021-06-11,Daily ICU occupancy per million,0.557
Algeria,DZA,2021-06-12,Daily ICU occupancy,28.0
Algeria,DZA,2021-06-12,Daily ICU occupancy per million,0.624
Algeria,DZA,2021-06-13,Daily ICU occupancy,28.0
Algeria,DZA,2021-06-13,Daily ICU occupancy per million,0.624
Algeria,DZA,2021-06-14,Daily ICU occupancy,30.0
Algeria,DZA,2021-06-14,Daily ICU occupancy per million,0.668
Algeria,DZA,2021-06-15,Daily ICU occupancy,31.0
Algeria,DZA,2021-06-15,Daily ICU occupancy per million,0.69
Algeria,DZA,2021-06-16,Daily ICU occupancy,26.0
Algeria,DZA,2021-06-16,Daily ICU occupancy per million,0.579
Algeria,DZA,2021-06-18,Daily ICU occupancy,23.0
Algeria,DZA,2021-06-18,Daily ICU occupancy per million,0.512
Algeria,DZA,2021-06-19,Daily ICU occupancy,34.0
Algeria,DZA,2021-06-19,Daily ICU occupancy per million,0.757
Algeria,DZA,2021-06-20,Daily ICU occupancy,29.0
Algeria,DZA,2021-06-20,Daily ICU occupancy per million,0.646
Algeria,DZA,2021-06-21,Daily ICU occupancy,30.0
Algeria,DZA,2021-06-21,Daily ICU occupancy per million,0.668
Algeria,DZA,2021-06-22,Daily ICU occupancy,30.0
Algeria,DZA,2021-06-22,Daily ICU occupancy per million,0.668
Algeria,DZA,2021-06-23,Daily ICU occupancy,28.0
Algeria,DZA,2021-06-23,Daily ICU occupancy per million,0.624
Algeria,DZA,2021-06-24,Daily ICU occupancy,24.0
Algeria,DZA,2021-06-24,Daily ICU occupancy per million,0.534
Algeria,DZA,2021-06-26,Daily ICU occupancy,21.0
Algeria,DZA,2021-06-26,Daily ICU occupancy per million,0.468
Algeria,DZA,2021-06-27,Daily ICU occupancy,19.0
Algeria,DZA,2021-06-27,Daily ICU occupancy per million,0.423
Algeria,DZA,2021-06-28,Daily ICU occupancy,23.0
Algeria,DZA,2021-06-28,Daily ICU occupancy per million,0.512
Algeria,DZA,2021-06-29,Daily ICU occupancy,27.0
Algeria,DZA,2021-06-29,Daily ICU occupancy per million,0.601
Algeria,DZA,2021-06-30,Daily ICU occupancy,32.0
Algeria,DZA,2021-06-30,Daily ICU occupancy per million,0.713
Algeria,DZA,2021-07-01,Daily ICU occupancy,28.0
Algeria,DZA,2021-07-01,Daily ICU occupancy per million,0.624
Algeria,DZA,2021-07-02,Daily ICU occupancy,29.0
Algeria,DZA,2021-07-02,Daily ICU occupancy per million,0.646
Algeria,DZA,2021-07-03,Daily ICU occupancy,29.0
Algeria,DZA,2021-07-03,Daily ICU occupancy per million,0.646
Algeria,DZA,2021-07-04,Daily ICU occupancy,33.0
Algeria,DZA,2021-07-04,Daily ICU occupancy per million,0.735
Algeria,DZA,2021-07-05,Daily ICU occupancy,34.0
Algeria,DZA,2021-07-05,Daily ICU occupancy per million,0.757
Algeria,DZA,2021-07-06,Daily ICU occupancy,29.0
Algeria,DZA,2021-07-06,Daily ICU occupancy per million,0.646
Algeria,DZA,2021-07-07,Daily ICU occupancy,29.0
Algeria,DZA,2021-07-07,Daily ICU occupancy per million,0.646
Algeria,DZA,2021-07-08,Daily ICU occupancy,45.0
Algeria,DZA,2021-07-08,Daily ICU occupancy per million,1.002
Algeria,DZA,2021-07-09,Daily ICU occupancy,44.0
Algeria,DZA,2021-07-09,Daily ICU occupancy per million,0.98
Algeria,DZA,2021-07-10,Daily ICU occupancy,49.0
Algeria,DZA,2021-07-10,Daily ICU occupancy per million,1.091
Algeria,DZA,2021-07-11,Daily ICU occupancy,39.0
Algeria,DZA,2021-07-11,Daily ICU occupancy per million,0.869
Algeria,DZA,2021-07-12,Daily ICU occupancy,36.0
Algeria,DZA,2021-07-12,Daily ICU occupancy per million,0.802
Algeria,DZA,2021-07-13,Daily ICU occupancy,36.0
Algeria,DZA,2021-07-13,Daily ICU occupancy per million,0.802
Algeria,DZA,2021-07-14,Daily ICU occupancy,51.0
Algeria,DZA,2021-07-14,Daily ICU occupancy per million,1.136
Algeria,DZA,2021-07-15,Daily ICU occupancy,49.0
Algeria,DZA,2021-07-15,Daily ICU occupancy per million,1.091
Algeria,DZA,2021-07-16,Daily ICU occupancy,42.0
Algeria,DZA,2021-07-16,Daily ICU occupancy per million,0.935
Algeria,DZA,2021-07-17,Daily ICU occupancy,47.0
Algeria,DZA,2021-07-17,Daily ICU occupancy per million,1.047
Algeria,DZA,2021-07-18,Daily ICU occupancy,45.0
Algeria,DZA,2021-07-18,Daily ICU occupancy per million,1.002
Algeria,DZA,2021-07-19,Daily ICU occupancy,46.0
Algeria,DZA,2021-07-19,Daily ICU occupancy per million,1.024
Algeria,DZA,2021-07-20,Daily ICU occupancy,45.0
Algeria,DZA,2021-07-20,Daily ICU occupancy per million,1.002
Algeria,DZA,2021-07-21,Daily ICU occupancy,43.0
Algeria,DZA,2021-07-21,Daily ICU occupancy per million,0.958
Algeria,DZA,2021-07-22,Daily ICU occupancy,46.0
Algeria,DZA,2021-07-22,Daily ICU occupancy per million,1.024
Algeria,DZA,2021-07-23,Daily ICU occupancy,42.0
Algeria,DZA,2021-07-23,Daily ICU occupancy per million,0.935
Algeria,DZA,2021-07-24,Daily ICU occupancy,51.0
Algeria,DZA,2021-07-24,Daily ICU occupancy per million,1.136
Algeria,DZA,2021-07-25,Daily ICU occupancy,45.0
Algeria,DZA,2021-07-25,Daily ICU occupancy per million,1.002
Algeria,DZA,2021-07-26,Daily ICU occupancy,41.0
Algeria,DZA,2021-07-26,Daily ICU occupancy per million,0.913
Algeria,DZA,2021-07-27,Daily ICU occupancy,36.0
Algeria,DZA,2021-07-27,Daily ICU occupancy per million,0.802
Algeria,DZA,2021-07-28,Daily ICU occupancy,36.0
Algeria,DZA,2021-07-28,Daily ICU occupancy per million,0.802
Algeria,DZA,2021-07-29,Daily ICU occupancy,37.0
Algeria,DZA,2021-07-29,Daily ICU occupancy per million,0.824
Algeria,DZA,2021-07-30,Daily ICU occupancy,52.0
Algeria,DZA,2021-07-30,Daily ICU occupancy per million,1.158
Algeria,DZA,2021-07-31,Daily ICU occupancy,47.0
Algeria,DZA,2021-07-31,Daily ICU occupancy per million,1.047
Algeria,DZA,2021-08-01,Daily ICU occupancy,38.0
Algeria,DZA,2021-08-01,Daily ICU occupancy per million,0.846
Algeria,DZA,2021-08-02,Daily ICU occupancy,29.0
Algeria,DZA,2021-08-02,Daily ICU occupancy per million,0.646
Algeria,DZA,2021-08-03,Daily ICU occupancy,29.0
Algeria,DZA,2021-08-03,Daily ICU occupancy per million,0.646
Algeria,DZA,2021-08-04,Daily ICU occupancy,37.0
Algeria,DZA,2021-08-04,Daily ICU occupancy per million,0.824
Algeria,DZA,2021-08-05,Daily ICU occupancy,35.0
Algeria,DZA,2021-08-05,Daily ICU occupancy per million,0.779
Algeria,DZA,2021-08-06,Daily ICU occupancy,52.0
Algeria,DZA,2021-08-06,Daily ICU occupancy per million,1.158
Algeria,DZA,2021-08-07,Daily ICU occupancy,52.0
Algeria,DZA,2021-08-07,Daily ICU occupancy per million,1.158
Algeria,DZA,2021-08-08,Daily ICU occupancy,48.0
Algeria,DZA,2021-08-08,Daily ICU occupancy per million,1.069
Algeria,DZA,2021-08-09,Daily ICU occupancy,43.0
Algeria,DZA,2021-08-09,Daily ICU occupancy per million,0.958
Algeria,DZA,2021-08-10,Daily ICU occupancy,32.0
Algeria,DZA,2021-08-10,Daily ICU occupancy per million,0.713
Algeria,DZA,2021-08-11,Daily ICU occupancy,31.0
Algeria,DZA,2021-08-11,Daily ICU occupancy per million,0.69
Algeria,DZA,2021-08-12,Daily ICU occupancy,38.0
Algeria,DZA,2021-08-12,Daily ICU occupancy per million,0.846
Algeria,DZA,2021-08-13,Daily ICU occupancy,31.0
Algeria,DZA,2021-08-13,Daily ICU occupancy per million,0.69
Algeria,DZA,2021-08-14,Daily ICU occupancy,36.0
Algeria,DZA,2021-08-14,Daily ICU occupancy per million,0.802
Algeria,DZA,2021-08-15,Daily ICU occupancy,31.0
Algeria,DZA,2021-08-15,Daily ICU occupancy per million,0.69
Algeria,DZA,2021-08-16,Daily ICU occupancy,33.0
Algeria,DZA,2021-08-16,Daily ICU occupancy per million,0.735
Algeria,DZA,2021-08-17,Daily ICU occupancy,40.0
Algeria,DZA,2021-08-17,Daily ICU occupancy per million,0.891
Algeria,DZA,2021-08-18,Daily ICU occupancy,30.0
Algeria,DZA,2021-08-18,Daily ICU occupancy per million,0.668
Algeria,DZA,2021-08-19,Daily ICU occupancy,33.0
Algeria,DZA,2021-08-19,Daily ICU occupancy per million,0.735
Algeria,DZA,2021-08-20,Daily ICU occupancy,32.0
Algeria,DZA,2021-08-20,Daily ICU occupancy per million,0.713
Algeria,DZA,2021-08-21,Daily ICU occupancy,39.0
Algeria,DZA,2021-08-21,Daily ICU occupancy per million,0.869
Algeria,DZA,2021-08-22,Daily ICU occupancy,37.0
Algeria,DZA,2021-08-22,Daily ICU occupancy per million,0.824
Algeria,DZA,2021-08-23,Daily ICU occupancy,38.0
Algeria,DZA,2021-08-23,Daily ICU occupancy per million,0.846
Algeria,DZA,2021-08-24,Daily ICU occupancy,38.0
Algeria,DZA,2021-08-24,Daily ICU occupancy per million,0.846
Algeria,DZA,2021-08-25,Daily ICU occupancy,36.0
Algeria,DZA,2021-08-25,Daily ICU occupancy per million,0.802
Algeria,DZA,2021-08-26,Daily ICU occupancy,33.0
Algeria,DZA,2021-08-26,Daily ICU occupancy per million,0.735
Algeria,DZA,2021-08-27,Daily ICU occupancy,36.0
Algeria,DZA,2021-08-27,Daily ICU occupancy per million,0.802
Algeria,DZA,2021-08-28,Daily ICU occupancy,37.0
Algeria,DZA,2021-08-28,Daily ICU occupancy per million,0.824
Algeria,DZA,2021-08-29,Daily ICU occupancy,39.0
Algeria,DZA,2021-08-29,Daily ICU occupancy per million,0.869
Algeria,DZA,2021-08-30,Daily ICU occupancy,41.0
Algeria,DZA,2021-08-30,Daily ICU occupancy per million,0.913
Algeria,DZA,2021-08-31,Daily ICU occupancy,35.0
Algeria,DZA,2021-08-31,Daily ICU occupancy per million,0.779
Algeria,DZA,2021-09-01,Daily ICU occupancy,35.0
Algeria,DZA,2021-09-01,Daily ICU occupancy per million,0.779
Algeria,DZA,2021-09-02,Daily ICU occupancy,42.0
Algeria,DZA,2021-09-02,Daily ICU occupancy per million,0.935
Algeria,DZA,2021-09-03,Daily ICU occupancy,42.0
Algeria,DZA,2021-09-03,Daily ICU occupancy per million,0.935
Algeria,DZA,2021-09-04,Daily ICU occupancy,44.0
Algeria,DZA,2021-09-04,Daily ICU occupancy per million,0.98
Algeria,DZA,2021-09-05,Daily ICU occupancy,39.0
Algeria,DZA,2021-09-05,Daily ICU occupancy per million,0.869
Algeria,DZA,2021-09-06,Daily ICU occupancy,36.0
Algeria,DZA,2021-09-06,Daily ICU occupancy per million,0.802
Algeria,DZA,2021-09-07,Daily ICU occupancy,38.0
Algeria,DZA,2021-09-07,Daily ICU occupancy per million,0.846
Algeria,DZA,2021-09-08,Daily ICU occupancy,42.0
Algeria,DZA,2021-09-08,Daily ICU occupancy per million,0.935
Algeria,DZA,2021-09-09,Daily ICU occupancy,37.0
Algeria,DZA,2021-09-09,Daily ICU occupancy per million,0.824
Algeria,DZA,2021-09-10,Daily ICU occupancy,34.0
Algeria,DZA,2021-09-10,Daily ICU occupancy per million,0.757
Algeria,DZA,2021-09-11,Daily ICU occupancy,28.0
Algeria,DZA,2021-09-11,Daily ICU occupancy per million,0.624
Algeria,DZA,2021-09-12,Daily ICU occupancy,33.0
Algeria,DZA,2021-09-12,Daily ICU occupancy per million,0.735
Algeria,DZA,2021-09-13,Daily ICU occupancy,29.0
Algeria,DZA,2021-09-13,Daily ICU occupancy per million,0.646
Algeria,DZA,2021-09-14,Daily ICU occupancy,31.0
Algeria,DZA,2021-09-14,Daily ICU occupancy per million,0.69
Algeria,DZA,2021-09-15,Daily ICU occupancy,20.0
Algeria,DZA,2021-09-15,Daily ICU occupancy per million,0.445
Algeria,DZA,2021-09-16,Daily ICU occupancy,24.0
Algeria,DZA,2021-09-16,Daily ICU occupancy per million,0.534
Algeria,DZA,2021-09-17,Daily ICU occupancy,25.0
Algeria,DZA,2021-09-17,Daily ICU occupancy per million,0.557
Algeria,DZA,2021-09-18,Daily ICU occupancy,28.0
Algeria,DZA,2021-09-18,Daily ICU occupancy per million,0.624
Algeria,DZA,2021-09-19,Daily ICU occupancy,21.0
Algeria,DZA,2021-09-19,Daily ICU occupancy per million,0.468
Algeria,DZA,2021-09-20,Daily ICU occupancy,22.0
Algeria,DZA,2021-09-20,Daily ICU occupancy per million,0.49
Algeria,DZA,2021-09-21,Daily ICU occupancy,23.0
Algeria,DZA,2021-09-21,Daily ICU occupancy per million,0.512
Algeria,DZA,2021-09-22,Daily ICU occupancy,27.0
Algeria,DZA,2021-09-22,Daily ICU occupancy per million,0.601
Algeria,DZA,2021-09-23,Daily ICU occupancy,21.0
Algeria,DZA,2021-09-23,Daily ICU occupancy per million,0.468
Algeria,DZA,2021-09-24,Daily ICU occupancy,20.0
Algeria,DZA,2021-09-24,Daily ICU occupancy per million,0.445
Algeria,DZA,2021-09-25,Daily ICU occupancy,13.0
Algeria,DZA,2021-09-25,Daily ICU occupancy per million,0.29
Algeria,DZA,2021-09-26,Daily ICU occupancy,18.0
Algeria,DZA,2021-09-26,Daily ICU occupancy per million,0.401
Algeria,DZA,2021-09-27,Daily ICU occupancy,18.0
Algeria,DZA,2021-09-27,Daily ICU occupancy per million,0.401
Algeria,DZA,2021-09-28,Daily ICU occupancy,14.0
Algeria,DZA,2021-09-28,Daily ICU occupancy per million,0.312
Algeria,DZA,2021-09-29,Daily ICU occupancy,15.0
Algeria,DZA,2021-09-29,Daily ICU occupancy per million,0.334
Algeria,DZA,2021-09-30,Daily ICU occupancy,15.0
Algeria,DZA,2021-09-30,Daily ICU occupancy per million,0.334
Algeria,DZA,2021-10-01,Daily ICU occupancy,15.0
Algeria,DZA,2021-10-01,Daily ICU occupancy per million,0.334
Algeria,DZA,2021-10-02,Daily ICU occupancy,15.0
Algeria,DZA,2021-10-02,Daily ICU occupancy per million,0.334
Algeria,DZA,2021-10-03,Daily ICU occupancy,18.0
Algeria,DZA,2021-10-03,Daily ICU occupancy per million,0.401
Algeria,DZA,2021-10-04,Daily ICU occupancy,16.0
Algeria,DZA,2021-10-04,Daily ICU occupancy per million,0.356
Algeria,DZA,2021-10-05,Daily ICU occupancy,15.0
Algeria,DZA,2021-10-05,Daily ICU occupancy per million,0.334
Algeria,DZA,2021-10-06,Daily ICU occupancy,18.0
Algeria,DZA,2021-10-06,Daily ICU occupancy per million,0.401
Algeria,DZA,2021-10-07,Daily ICU occupancy,20.0
Algeria,DZA,2021-10-07,Daily ICU occupancy per million,0.445
Algeria,DZA,2021-10-08,Daily ICU occupancy,14.0
Algeria,DZA,2021-10-08,Daily ICU occupancy per million,0.312
Algeria,DZA,2021-10-09,Daily ICU occupancy,13.0
Algeria,DZA,2021-10-09,Daily ICU occupancy per million,0.29
Algeria,DZA,2021-10-10,Daily ICU occupancy,15.0
Algeria,DZA,2021-10-10,Daily ICU occupancy per million,0.334
Algeria,DZA,2021-10-11,Daily ICU occupancy,14.0
Algeria,DZA,2021-10-11,Daily ICU occupancy per million,0.312
Algeria,DZA,2021-10-12,Daily ICU occupancy,13.0
Algeria,DZA,2021-10-12,Daily ICU occupancy per million,0.29
Algeria,DZA,2021-10-13,Daily ICU occupancy,11.0
Algeria,DZA,2021-10-13,Daily ICU occupancy per million,0.245
Algeria,DZA,2021-10-14,Daily ICU occupancy,12.0
Algeria,DZA,2021-10-14,Daily ICU occupancy per million,0.267
Algeria,DZA,2021-10-15,Daily ICU occupancy,13.0
Algeria,DZA,2021-10-15,Daily ICU occupancy per million,0.29
Algeria,DZA,2021-10-16,Daily ICU occupancy,13.0
Algeria,DZA,2021-10-16,Daily ICU occupancy per million,0.29
Algeria,DZA,2021-10-17,Daily ICU occupancy,13.0
Algeria,DZA,2021-10-17,Daily ICU occupancy per million,0.29
Algeria,DZA,2021-10-18,Daily ICU occupancy,11.0
Algeria,DZA,2021-10-18,Daily ICU occupancy per million,0.245
Algeria,DZA,2021-10-19,Daily ICU occupancy,16.0
Algeria,DZA,2021-10-19,Daily ICU occupancy per million,0.356
Algeria,DZA,2021-10-20,Daily ICU occupancy,17.0
Algeria,DZA,2021-10-20,Daily ICU occupancy per million,0.379
Algeria,DZA,2021-10-21,Daily ICU occupancy,16.0
Algeria,DZA,2021-10-21,Daily ICU occupancy per million,0.356
Algeria,DZA,2021-10-22,Daily ICU occupancy,13.0
Algeria,DZA,2021-10-22,Daily ICU occupancy per million,0.29
Algeria,DZA,2021-10-23,Daily ICU occupancy,16.0
Algeria,DZA,2021-10-23,Daily ICU occupancy per million,0.356
Algeria,DZA,2021-10-24,Daily ICU occupancy,16.0
Algeria,DZA,2021-10-24,Daily ICU occupancy per million,0.356
Algeria,DZA,2021-10-25,Daily ICU occupancy,11.0
Algeria,DZA,2021-10-25,Daily ICU occupancy per million,0.245
Algeria,DZA,2021-10-26,Daily ICU occupancy,10.0
Algeria,DZA,2021-10-26,Daily ICU occupancy per million,0.223
Algeria,DZA,2021-10-27,Daily ICU occupancy,15.0
Algeria,DZA,2021-10-27,Daily ICU occupancy per million,0.334
Algeria,DZA,2021-10-28,Daily ICU occupancy,14.0
Algeria,DZA,2021-10-28,Daily ICU occupancy per million,0.312
Algeria,DZA,2021-10-29,Daily ICU occupancy,10.0
Algeria,DZA,2021-10-29,Daily ICU occupancy per million,0.223
Algeria,DZA,2021-10-30,Daily ICU occupancy,9.0
Algeria,DZA,2021-10-30,Daily ICU occupancy per million,0.2
Algeria,DZA,2021-10-31,Daily ICU occupancy,11.0
Algeria,DZA,2021-10-31,Daily ICU occupancy per million,0.245
Algeria,DZA,2021-11-01,Daily ICU occupancy,14.0
Algeria,DZA,2021-11-01,Daily ICU occupancy per million,0.312
Algeria,DZA,2021-11-02,Daily ICU occupancy,15.0
Algeria,DZA,2021-11-02,Daily ICU occupancy per million,0.334
Algeria,DZA,2021-11-03,Daily ICU occupancy,16.0
Algeria,DZA,2021-11-03,Daily ICU occupancy per million,0.356
Algeria,DZA,2021-11-04,Daily ICU occupancy,18.0
Algeria,DZA,2021-11-04,Daily ICU occupancy per million,0.401
Algeria,DZA,2021-11-05,Daily ICU occupancy,16.0
Algeria,DZA,2021-11-05,Daily ICU occupancy per million,0.356
Algeria,DZA,2021-11-06,Daily ICU occupancy,20.0
Algeria,DZA,2021-11-06,Daily ICU occupancy per million,0.445
Algeria,DZA,2021-11-07,Daily ICU occupancy,15.0
